Common name,Entrez ID,Gene Name,Prediction,Sorted Category
rluA,946262,Ribosomal large subunit pseudouridine synthase A; Pseudouridine synthase,,Up Regulated
astD,946260,N-succinylglutamate 5-semialdehyde dehydrogenase,,Up Regulated
chbF,946266,6-phospho-beta-glucosidase,,Ambiguous/Unsorted
moaD,945398,Molybdopterin-converting factor subunit 1,,Ambiguous/Unsorted
selA,948124,L-seryl-tRNA(Sec) selenium transferase,,Down Regulated
moaE,945399,Molybdopterin-converting factor subunit 2,,Up Regulated
gpsA,948125,Glycerol-3-phosphate dehydrogenase [NAD(P)+],,Ambiguous/Unsorted
rhsA,948120,Protein rhsA,,Up Regulated
lldD,948121,L-lactate dehydrogenase [cytochrome],,Down Regulated
ybhK,945390,UPF0052 protein ybhK,,Down Regulated
cysE,948126,Serine acetyltransferase,,Ambiguous/Unsorted
MoaB,945396,Molybdenum cofactor biosynthesis protein B,,Ambiguous/Unsorted
moaC,945397,Molybdenum cofactor biosynthesis protein C,,Ambiguous/Unsorted
yibQ,948128,Uncharacterized protein yibQ,['proteolysis'],Down Regulated
envC,948129,Uncharacterized protein yibP,,Down Regulated
ynjA,946270,Uncharacterized protein ynjA,[' Primary Active Transporters'],Down Regulated
ynjB,946271,Protein ynjB,,Up Regulated
ydjF,946272,Uncharacterized HTH-type transcriptional regulator ydjF,"['Transcription', 'transcription', 'regulation of transcription  DNA dependent']",Up Regulated
pncA,946276,Pyrazinamidase/nicotinamidase,,Down Regulated
nudG,946277,CTP pyrophosphohydrolase,,Ambiguous/Unsorted
ansA,946278,L-asparaginase 1,,Ambiguous/Unsorted
rfaF,948135,ADP-heptose--LPS heptosyltransferase 2,,Ambiguous/Unsorted
ypdB,947395,Uncharacterized response regulatory protein ypdB,[],Up Regulated
rfaC,948136,Lipopolysaccharide heptosyltransferase 1,,Ambiguous/Unsorted
xylB,948133,Xylulose kinase,,Up Regulated
gcvH,947393,Glycine cleavage system H protein,,Ambiguous/Unsorted
yggE,947398,Uncharacterized protein yggE,['Translation  ribosomal structure and biogenesis'],Up Regulated
grxC,948132,Glutaredoxin-3,,Up Regulated
gpmM,948130,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",,Down Regulated
tdh,948139,L-threonine 3-dehydrogenase,,Ambiguous/Unsorted
kbl,948138,2-amino-3-ketobutyrate coenzyme A ligase,,Down Regulated
cusC,946288,Cation efflux system protein cusC,,Ambiguous/Unsorted
yjjU,948906,Uncharacterized protein yjjU,[],Down Regulated
ybgC,948907,Acyl-CoA thioester hydrolase ybgC,,Down Regulated
yafD,946286,UPF0294 protein yafD,,Down Regulated
slt,948908,Soluble lytic murein transglycosylase,,Down Regulated
sppA,946281,Protease 4,,Down Regulated
yjaG,948501,Uncharacterized protein yjaG,[],Down Regulated
nfi,948502,Endonuclease V,,Ambiguous/Unsorted
zraS,948506,Sensor protein; Sensor protein zraS,,Down Regulated
torT,946289,Periplasmic protein torT,,Up Regulated
nlpE,946782,Lipoprotein nlpE,,Up Regulated
xylA,948141,Xylose isomerase,,Up Regulated
folX,946781,"D-erythro-7,8-dihydroneopterin triphosphate epimerase",,Up Regulated
rsuA,945378,Pseudouridine synthase; Ribosomal small subunit pseudouridine synthase A,,Down Regulated
yahG,945379,Uncharacterized protein yahG,"['Amino acid transport and metabolism', ' Central intermediary metabolism', ' Metabolism of other compounds', 'metabolic process']",Ambiguous/Unsorted
bioA,945376,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,,Down Regulated
ybhH,945375,Uncharacterized protein ybhH,[],Temporarly Down Regulated
rfaG,948149,Lipopolysaccharide core biosynthesis protein rfaG,,Temporarly Up Regulated
ybhA,945372,Phosphatase ybhA,,Temporarly Up Regulated
DeoB,948910,Phosphopentomutase,,Ambiguous/Unsorted
hisP,946789,Histidine transport ATP-binding protein hisP,,Ambiguous/Unsorted
radA,948912,DNA repair protein radA,,Down Regulated
bioB,945370,Biotin synthase,,Down Regulated
mngR,945371,Mannosyl-D-glycerate transport/metabolism system repressor mngR,,Up Regulated
yjiY,948914,Inner membrane protein yjiY,,Temporarly Up Regulated
yfcH,946784,Epimerase family protein yfcH,,Up Regulated
serB,948913,Phosphoserine phosphatase,,Down Regulated
fdrA,946298,Protein fdrA,,Ambiguous/Unsorted
metA,948513,Homoserine O-succinyltransferase,,Ambiguous/Unsorted
aceB,948512,Malate synthase A; Malate synthase,,Up Regulated
rfaP,948150,Lipopolysaccharide core biosynthesis protein rfaP,,Down Regulated
aceA,948517,Isocitrate lyase,,Up Regulated
pagB,948518,Uncharacterized protein yjbD,,Down Regulated
yjbD,948518,Uncharacterized protein yjbD,,Down Regulated
ndh,946792,NADH dehydrogenase,,Ambiguous/Unsorted
yicC,948154,UPF0701 protein yicC,,Up Regulated
purF,946794,Amidophosphoribosyltransferase,,Temporarly Up Regulated
truA,946793,tRNA pseudouridine synthase A,,Down Regulated
yjaH,948508,Uncharacterized protein yjaH,"['Cell wall membrane envelope biogenesis', 'lipopolysaccharide biosynthetic process']",Temporarly Up Regulated
pyrE,948157,Orotate phosphoribosyltransferase,,Ambiguous/Unsorted
bioD,945387,Putative dethiobiotin synthetase; Dethiobiotin synthetase,,Temporarly Down Regulated
slmA,948158,HTH-type protein slmA,,Down Regulated
rfaQ,948155,Lipopolysaccharide core biosynthesis glycosyltransferase rfaQ,,Down Regulated
rph,948156,Ribonuclease PH,,Ambiguous/Unsorted
ybhB,945383,UPF0098 protein ybhB,,Up Regulated
bioF,945384,8-amino-7-oxononanoate synthase,,Down Regulated
uvrB,945385,UvrABC system protein B,,Ambiguous/Unsorted
spoT,948159,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",,Down Regulated
yeaJ,946290,Uncharacterized protein yeaJ,"['Signal transduction mechanisms', ' Type of regulation', 'two component signal transduction system  phosphorelay ', 'transcription', 'regulation of transcription  DNA dependent']",Ambiguous/Unsorted
uxuB,946795,D-mannonate oxidoreductase,,Temporarly Up Regulated
deoC,948902,Deoxyribose-phosphate aldolase,,Up Regulated
deoA,948901,Thymidine phosphorylase,,Ambiguous/Unsorted
tolQ,948900,Protein tolQ,,Down Regulated
yfcG,946763,Uncharacterized GST-like protein yfcG,,Ambiguous/Unsorted
nuoA,946764,NADH-quinone oxidoreductase subunit; NADH-quinone oxidoreductase subunit A,,Temporarly Down Regulated
mutM,946765,Formamidopyrimidine-DNA glycosylase,,Ambiguous/Unsorted
yfbU,946767,UPF0304 protein yfbU,,Temporarly Down Regulated
selD,946768,"Selenide, water dikinase",,Ambiguous/Unsorted
lrhA,946769,Probable HTH-type transcriptional regulator lrhA,,Down Regulated
yicI,948169,Alpha-xylosidase,,Ambiguous/Unsorted
yicJ,948168,Inner membrane symporter yicJ,,Temporarly Down Regulated
gltS,948166,Sodium/glutamate symport carrier protein,,Temporarly Down Regulated
ligB,948164,DNA ligase B,,Ambiguous/Unsorted
rbn,946760,Ribonuclease Z,,Down Regulated
gmk,948163,Guanylate kinase,,Ambiguous/Unsorted
recG,948162,ATP-dependent DNA helicase recG,,Down Regulated
nuoH,946761,NADH-quinone oxidoreductase subunit H,,Down Regulated
trmH,948161,tRNA guanosine-2'-O-methyltransferase,,Down Regulated
flk,946776,Flagellar regulator flk,,Down Regulated
yfbT,946777,Phosphatase yfbT,,Up Regulated
setC,948177,Sugar efflux transporter C,,Ambiguous/Unsorted
yfbR,946771,UPF0207 protein yfbR; 5'-nucleotidase yfbR,,Ambiguous/Unsorted
yfbQ,946772,Uncharacterized aminotransferase yfbQ,[],Down Regulated
yicN,948173,Uncharacterized protein yicN,"[' Carbon compound utilization', 'regulation of transcription']",Down Regulated
nlpA,948175,Lipoprotein 28,,Down Regulated
yicH,948171,Uncharacterized protein yicH,['Energy production and conversion'],Ambiguous/Unsorted
kdpD,946744,Sensor protein; Sensor protein kdpD,,Up Regulated
nuoE,946746,NADH-quinone oxidoreductase subunit E,,Ambiguous/Unsorted
yidJ,948188,Uncharacterized sulfatase yidJ,[],Down Regulated
ilvN,948183,Acetolactate synthase isozyme 1 small subunit,,Ambiguous/Unsorted
nuoB,946738,NADH-quinone oxidoreductase subunit B,,Down Regulated
nuoI,946757,NADH-quinone oxidoreductase subunit I,,Temporarly Down Regulated
elaB,946751,Protein elaB,,Up Regulated
elaA,946750,Protein elaA,,Temporarly Up Regulated
uhpB,948195,Sensor protein uhpB,,Ambiguous/Unsorted
yidR,948198,Uncharacterized protein yidR,"['Energy production and conversion', 'electron transport']",Temporarly Down Regulated
yidQ,948199,Uncharacterized protein yidQ,[],Up Regulated
yidG,948191,Inner membrane protein yidG,,Down Regulated
ibpB,948192,Small heat shock protein ibpB,,Ambiguous/Unsorted
yfcF,946749,Uncharacterized GST-like protein yfcF,,Up Regulated
srlB,948971,Glucitol/sorbitol-specific phosphotransferase enzyme IIA component,,Up Regulated
ybgJ,945311,Uncharacterized protein ybgJ,[],Ambiguous/Unsorted
sdhC,945316,Succinate dehydrogenase cytochrome b556 subunit,,Ambiguous/Unsorted
atoE,946721,Short-chain fatty acids transporter,,Temporarly Up Regulated
yjgR,948978,Uncharacterized protein yjgR,[],Up Regulated
menD,946720,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,,Temporarly Down Regulated
rffD,948977,UDP-N-acetyl-D-mannosamine dehydrogenase,,Ambiguous/Unsorted
ypdA,946723,Inner membrane protein ypdA,,Temporarly Down Regulated
glpQ,946725,Glycerophosphoryl diester phosphodiesterase,,Temporarly Up Regulated
acnA,946724,Aconitate hydratase 1,,Up Regulated
hisJ,945309,Histidine-binding periplasmic protein,,Ambiguous/Unsorted
gltA,945323,Citrate synthase,,Ambiguous/Unsorted
lptG,945324,Lipopolysaccharide export system permease protein lptG,,Up Regulated
tolR,945328,Protein tolR,,Ambiguous/Unsorted
ybgE,945326,Uncharacterized protein ybgE,"['Energy production and conversion', ' Energy metabolism  carbon ', ' Energy production transport', 'electron transport']",Up Regulated
ttcA,948967,tRNA 2-thiocytidine biosynthesis protein ttcA,,Down Regulated
rmuC,948966,DNA recombination protein rmuC,,Up Regulated
yeaP,948969,Probable diguanylate cyclase yeaP,,Down Regulated
ygiQ,948963,UPF0313 protein ygiQ,,Down Regulated
nei,945320,Endonuclease VIII; Endonuclease 8,,Down Regulated
glpC,946735,Anaerobic glycerol-3-phosphate dehydrogenase subunit C,,Down Regulated
menC,946734,o-succinylbenzoate synthase,,Temporarly Down Regulated
atoB,946727,Acetyl-CoA acetyltransferase,,Temporarly Down Regulated
yejG,945319,Uncharacterized protein yejG,[],Down Regulated
ybgL,945318,UPF0271 protein ybgL,,Ambiguous/Unsorted
rcsC,948993,Sensor kinase protein rcsC; Sensor protein,,Down Regulated
djlA,948992,DnaJ-like protein djlA,,Temporarly Down Regulated
yeiR,946701,Uncharacterized protein yeiR,[],Down Regulated
eco,946700,Ecotin,,Up Regulated
cho,948996,Excinuclease cho,,Temporarly Up Regulated
mqo,946702,Malate:quinone oxidoreductase; Probable malate:quinone oxidoreductase,,Temporarly Up Regulated
csgE,945711,Curli production assembly/transport component csgE,,Down Regulated
osmE,945305,Osmotically-inducible lipoprotein E,,Up Regulated
rhsC,945306,Protein rhsC,,Ambiguous/Unsorted
yccX,945304,Acylphosphatase,,Up Regulated
borD,948980,Lipoprotein bor homolog from lambdoid prophage DLP12,,Ambiguous/Unsorted
SdhB,945300,Succinate dehydrogenase iron-sulfur subunit,,Ambiguous/Unsorted
hybD,948982,Hydrogenase 2 maturation protease,,Temporarly Down Regulated
ccmA,946714,Cytochrome c biogenesis ATP-binding export protein ccmA,,Temporarly Down Regulated
glpA,946713,Anaerobic glycerol-3-phosphate dehydrogenase subunit A,,Up Regulated
menF,946712,Menaquinone-specific isochorismate synthase,,Ambiguous/Unsorted
apbE,946711,Thiamine biosynthesis lipoprotein apbE,,Up Regulated
guaC,948986,GMP reductase,,Ambiguous/Unsorted
lolA,948989,Outer-membrane lipoprotein carrier protein,,Up Regulated
betA,945716,Choline dehydrogenase,,Down Regulated
yojI,946705,ABC transporter ATP-binding protein yojI,,Temporarly Up Regulated
arcB,947887,Aerobic respiration control sensor protein arcB; Sensor protein,,Down Regulated
frlR,947885,HTH-type transcriptional regulator frlR,,Ambiguous/Unsorted
DHAR,945743,PTS-dependent dihydroxyacetone kinase operon regulatory protein,,Up Regulated
map,947882,Methionine aminopeptidase,,Ambiguous/Unsorted
minC,945744,Septum site-determining protein minC; Probable septum site-determining protein minC,,Down Regulated
cysG,947880,Siroheme synthase,,Down Regulated
minE,945740,Cell division topological specificity factor,,Down Regulated
PabA,947873,Para-aminobenzoate synthase glutamine amidotransferase component II,,Down Regulated
rpsB,947874,30S ribosomal protein S2,,Ambiguous/Unsorted
frlB,947875,Fructoselysine 6-phosphate deglycase,,Temporarly Up Regulated
ycgE,945735,Uncharacterized HTH-type transcriptional regulator ycgE,[],Down Regulated
yhfG,947871,Uncharacterized protein yhfG,"['Amino acid transport and metabolism', 'protein folding', 'amino acid biosynthetic process']",Up Regulated
fic,947872,Cell filamentation protein fic,,Up Regulated
rssA,945725,NTE family protein rssA,,Ambiguous/Unsorted
ribA,945763,GTP cyclohydrolase-2,,Down Regulated
clpA,945764,ATP-dependent Clp protease ATP-binding subunit clpA,,Up Regulated
pth,945765,Peptidyl-tRNA hydrolase,,Temporarly Down Regulated
ycgV,945767,Uncharacterized protein ycgV,"['Amino acid transport and metabolism', ' Building block biosynthesis']",Temporarly Up Regulated
gst,945758,Glutathione S-transferase,,Ambiguous/Unsorted
gph,947895,Phosphoglycolate phosphatase,,Ambiguous/Unsorted
rpe,947896,Ribulose-phosphate 3-epimerase,,Ambiguous/Unsorted
dadA,945752,D-amino acid dehydrogenase small subunit,,Down Regulated
sufB,945753,Protein sufB,,Up Regulated
yhfW,947890,Uncharacterized protein yhfW,"['Replication  recombination and repair', ' Carbon compound utilization']",Ambiguous/Unsorted
btuD,945751,Vitamin B12 import ATP-binding protein btuD,,Temporarly Down Regulated
ldcA,945756,Muramoyltetrapeptide carboxypeptidase,,Temporarly Down Regulated
treA,945757,Periplasmic trehalase; Putative periplasmic trehalase,,Up Regulated
dam,947893,DNA adenine methylase,,Down Regulated
dadX,945754,"Alanine racemase, catabolic; Alanine racemase",,Up Regulated
cvrA,945755,Cell volume regulation protein A,,Down Regulated
dhaM,945749,"PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit dhaM",,Up Regulated
dhaL,945748,"PTS-dependent dihydroxyacetone kinase, ADP-binding subunit dhaL",,Up Regulated
dhaK,945747,"PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit dhaK",,Ambiguous/Unsorted
narX,945788,Nitrate/nitrite sensor protein narX,,Down Regulated
clpB,947077,Chaperone protein clpB,,Ambiguous/Unsorted
ychA,945784,Protein sirB1,,Temporarly Down Regulated
ydhS,945786,Uncharacterized protein ydhS,[' Building block biosynthesis'],Up Regulated
yeaC,947074,Uncharacterized protein yeaC,[],Temporarly Up Regulated
narG,945782,Respiratory nitrate reductase 1 alpha chain,,Temporarly Down Regulated
nudK,947072,GDP-mannose pyrophosphatase nudK,,Ambiguous/Unsorted
prmC,945779,Protein methyltransferase hemK,,Temporarly Up Regulated
nfsB,945778,Oxygen-insensitive NAD(P)H nitroreductase,,Ambiguous/Unsorted
yfiH,947089,UPF0124 protein yfiH,,Temporarly Up Regulated
hemA,945777,Glutamyl-tRNA reductase,,Down Regulated
yqaB,945776,Phosphatase yqaB,,Up Regulated
lolB,945775,Outer-membrane lipoprotein lolB,,Ambiguous/Unsorted
aroF,947084,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",,Down Regulated
ispE,945774,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,,Temporarly Up Regulated
agp,945773,Glucose-1-phosphatase,,Up Regulated
rluD,947087,Pseudouridine synthase; Ribosomal large subunit pseudouridine synthase D,,Ambiguous/Unsorted
cysB,945771,HTH-type transcriptional regulator cysB,,Ambiguous/Unsorted
ybaK,947083,Uncharacterized protein ybaK,,Up Regulated
uxuA,947082,Mannonate dehydratase,,Up Regulated
ychF,945769,GTP-dependent nucleic acid-binding protein engD,,Down Regulated
yegP,947095,UPF0339 protein yegP,,Up Regulated
rplS,947096,50S ribosomal protein L19,,Ambiguous/Unsorted
trmD,947099,tRNA (guanine-N(1)-)-methyltransferase,,Ambiguous/Unsorted
yfiB,947094,Putative lipoprotein yfiB,,Down Regulated
narL,945795,Nitrate/nitrite response regulator protein narL,,Temporarly Up Regulated
ychN,945794,Protein ychN,,Ambiguous/Unsorted
rplE,947800,50S ribosomal protein L5,,Ambiguous/Unsorted
rpsN,947801,30S ribosomal protein S14,,Down Regulated
rpsH,947802,30S ribosomal protein S8,,Down Regulated
ptrB,946358,Protease 2,,Ambiguous/Unsorted
acpS,947037,Holo-[acyl-carrier-protein] synthase,,Temporarly Up Regulated
yoaB,946357,UPF0076 protein yoaB,,Up Regulated
yebE,946355,Inner membrane protein yebE,,Ambiguous/Unsorted
pdxJ,947039,Pyridoxine 5'-phosphate synthase,,Ambiguous/Unsorted
queC,947034,Queuosine biosynthesis protein queC,,Down Regulated
thiC,948492,Thiamine biosynthesis protein thiC,,Temporarly Down Regulated
rnc,947033,Ribonuclease 3,,Ambiguous/Unsorted
yebT,946352,Uncharacterized protein yebT,['Inorganic ion transport and metabolism'],Down Regulated
era,947036,GTP-binding protein era; GTP-binding protein era homolog,,Down Regulated
yebO,946350,Uncharacterized protein yebO,[],Up Regulated
yfhH,947030,Uncharacterized HTH-type transcriptional regulator yfhH,['Carbohydrate transport and metabolism'],Ambiguous/Unsorted
rsd,948496,Regulator of sigma D,,Temporarly Down Regulated
hupA,948499,DNA-binding protein HU-alpha,,Ambiguous/Unsorted
nudC,948498,NADH pyrophosphatase,,Down Regulated
zapA,947404,Cell division protein zapA,,Ambiguous/Unsorted
rpmI,946349,50S ribosomal protein L35,,Down Regulated
rsmF,946348,Ribosomal RNA small subunit methyltransferase F,,Down Regulated
exbD,946345,Biopolymer transport protein exbD,,Down Regulated
dsbB,946344,Disulfide bond formation protein B,,Temporarly Down Regulated
nadB,947049,L-aspartate oxidase,,Temporarly Up Regulated
yebV,946347,Uncharacterized protein yebV,['Replication  recombination and repair'],Up Regulated
yfiC,947047,ECED1_3006; c3099; E2348C_2852; ECIAI1_2689; APECO1_3956; ECS88_2749; ECDH10B_2743; ECUMN_2898; ECIAI39_2780; UTI89_C2897; EC55989_2864; pC15-1a_066; Z3857; b2575,,Temporarly Down Regulated
rplA,948483,50S ribosomal protein L1,,Up Regulated
rlmA,946340,b1822,,Ambiguous/Unsorted
yaeH,947044,UPF0325 protein yaeH,,Up Regulated
manZ,946342,Mannose permease IID component,,Ambiguous/Unsorted
bolA,947043,Protein bolA,,Up Regulated
glrR,947042,Uncharacterized protein yfhA,,Down Regulated
qseF,947042,Uncharacterized protein yfhA,,Down Regulated
lepB,947040,Signal peptidase I,,Ambiguous/Unsorted
epd,947413,D-erythrose-4-phosphate dehydrogenase,,Down Regulated
mscS,947416,Small-conductance mechanosensitive channel,,Ambiguous/Unsorted
rpoE,947050,RNA polymerase sigma factor; RNA polymerase sigma-E factor,,Temporarly Up Regulated
yhcB,947815,Putative cytochrome d ubiquinol oxidase subunit 3,,Down Regulated
rplC,947817,50S ribosomal protein L3,,Temporarly Down Regulated
rplW,947819,50S ribosomal protein L23,,Up Regulated
yebC,946379,UPF0082 protein yebC,,Ambiguous/Unsorted
pssA,947059,CDP-diacylglycerol--serine O-phosphatidyltransferase,,Down Regulated
rplB,947820,50S ribosomal protein L2,,Down Regulated
yhcM,947821,Uncharacterized protein yhcM,[],Ambiguous/Unsorted
rseC,947052,Sigma-E factor regulatory protein rseC,,Down Regulated
etk,947409,Tyrosine-protein kinase etk,,Temporarly Up Regulated
ruvB,946371,Holliday junction ATP-dependent DNA helicase ruvB,,Down Regulated
rseB,947054,Sigma-E factor regulatory protein rseB,,Down Regulated
rseA,947053,Sigma-E factor negative regulatory protein,,Down Regulated
yfiQ,947056,Uncharacterized protein yfiQ,[],Up Regulated
znuA,946375,High-affinity zinc uptake system protein znuA,,Up Regulated
yciH,947058,Uncharacterized protein yciH,"['Translation  ribosomal structure and biogenesis', 'translation']",Temporarly Up Regulated
znuC,946374,Zinc import ATP-binding protein znuC,,Up Regulated
yfiP,947057,DTW domain-containing protein yfiP,,Down Regulated
yebK,946373,HTH-type transcriptional regulator hexR,,Up Regulated
ycfQ,947425,Uncharacterized HTH-type transcriptional regulator ycfQ,[],Up Regulated
nagE,945292,PTS system N-acetylglucosamine-specific EIICBA component,,Up Regulated
yggU,947424,UPF0235 protein yggU,,Temporarly Down Regulated
ybfE,945291,Uncharacterized protein ybfE,,Up Regulated
rdgB,947429,Nucleoside-triphosphatase; Nucleoside-triphosphatase rdgB,,Ambiguous/Unsorted
yfiM,947060,Uncharacterized protein yfiM,[' RNA related'],Temporarly Up Regulated
hycI,947428,Hydrogenase 3 maturation protease,,Up Regulated
entE,947426,Enterobactin synthetase component E,,Up Regulated
rpmC,947807,50S ribosomal protein L29,,Ambiguous/Unsorted
rplP,947806,50S ribosomal protein L16,,Down Regulated
rplR,947804,50S ribosomal protein L18,,Temporarly Up Regulated
yggT,947421,Uncharacterized protein yggT,[],Down Regulated
rplN,947809,50S ribosomal protein L14,,Ambiguous/Unsorted
rpsQ,947808,30S ribosomal protein S17,,Temporarly Up Regulated
rplX,947810,50S ribosomal protein L24,,Down Regulated
ruvA,946369,Holliday junction ATP-dependent DNA helicase ruvA,,Ambiguous/Unsorted
rplV,947813,50S ribosomal protein L22,,Up Regulated
rpsS,947811,30S ribosomal protein S19,,Down Regulated
selU,947063,tRNA 2-selenouridine synthase,,Down Regulated
exoX,946361,Exodeoxyribonuclease 10,,Down Regulated
trxC,947062,Thioredoxin-2,,Up Regulated
kgtP,947069,Alpha-ketoglutarate permease,,Temporarly Down Regulated
yebF,946363,Protein yebF,,Up Regulated
edd,946362,Phosphogluconate dehydratase,,Temporarly Down Regulated
yfiD,947068,Autonomous glycyl radical cofactor,,Down Regulated
ung,947067,Uracil-DNA glycosylase,,Down Regulated
ycgB,946365,Uncharacterized protein ycgB,['metabolic process'],Up Regulated
yebG,946364,Uncharacterized protein yebG,"['Translation  ribosomal structure and biogenesis', 'Replication  recombination and repair']",Down Regulated
nagB,945290,Glucosamine-6-phosphate deaminase,,Up Regulated
yggR,947430,Uncharacterized protein yggR,[],Temporarly Up Regulated
speA,947432,Biosynthetic arginine decarboxylase; Arginine decarboxylase,,Down Regulated
CHIA,947837,Probable bifunctional chitinase/lysozyme,,Up Regulated
bfr,947839,Bacterioferritin,,Up Regulated
yoaC,946308,Uncharacterized protein yoaC,"['Replication  recombination and repair', 'DNA recombination']",Down Regulated
nrdR,947437,Transcriptional repressor nrdR,,Down Regulated
yqgF,947439,Putative Holliday junction resolvase,,Ambiguous/Unsorted
yoaF,946310,Uncharacterized protein yoaF,[],Temporarly Down Regulated
pflC,948453,Pyruvate formate-lyase 2-activating enzyme,,Down Regulated
pflD,948454,Formate acetyltransferase 2,,Ambiguous/Unsorted
argC,948455,N-acetyl-gamma-glutamyl-phosphate reductase,,Ambiguous/Unsorted
argE,948456,Acetylornithine deacetylase,,Ambiguous/Unsorted
rpsL,947845,30S ribosomal protein S12,,Down Regulated
rpmG,946318,50S ribosomal protein L33,,Down Regulated
yheL,947844,Protein tusB,,Up Regulated
yijP,948458,E2348C_4267; ECUMN_4486; ECED1_4660; b3955; ECDH10B_4143; ECIAI1_4163; EC55989_4437; Z5513; ECS88_4410; UTI89_C4546; c4914; ECIAI39_3034,,Temporarly Down Regulated
rpsG,947846,30S ribosomal protein S7,,Down Regulated
ompN,946313,Outer membrane protein N,,Up Regulated
yeaY,946312,Uncharacterized lipoprotein yeaY,"['Cell wall membrane envelope biogenesis', 'metabolic process']",Up Regulated
sad,947440,Aldehyde dehydrogenase-like protein yneI,,Ambiguous/Unsorted
rplM,947828,50S ribosomal protein L13,,Up Regulated
trmI,947448,tRNA (guanine-N(7)-)-methyltransferase,,Temporarly Down Regulated
yggL,947449,Uncharacterized protein yggL,[],Temporarly Down Regulated
yggW,947446,Oxygen-independent coproporphyrinogen-III oxidase-like protein yggW,,Temporarly Down Regulated
mutY,947447,A/G-specific adenine glycosylase,,Temporarly Up Regulated
atoC,947444,Acetoacetate metabolism regulatory protein atoC,,Temporarly Up Regulated
iscU,947002,NifU-like protein,,Down Regulated
puuC,947003,Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase,,Temporarly Down Regulated
gldA,948440,Glycerol dehydrogenase,,Up Regulated
yccS,947001,Inner membrane protein yccS,,Ambiguous/Unsorted
clpS,948443,ATP-dependent Clp protease adapter protein clpS,,Down Regulated
hrpA,948444,ATP-dependent RNA helicase hrpA,,Down Regulated
yeaZ,946304,M22 peptidase homolog yeaZ,,Ambiguous/Unsorted
thiB,946306,Thiamine-binding periplasmic protein,,Up Regulated
flgA,946300,Flagella basal body P-ring formation protein flgA,,Down Regulated
talA,947006,Transaldolase A; Transaldolase,,Ambiguous/Unsorted
mipA,946301,MltA-interacting protein,,Up Regulated
gspK,947831,Probable general secretion pathway protein K,,Ambiguous/Unsorted
yhcO,947830,Uncharacterized protein yhcO,[],Down Regulated
yeaE,946302,Uncharacterized protein yeaE,,Up Regulated
iscS,947004,Cysteine desulfurase,,Ambiguous/Unsorted
yeaK,946303,Uncharacterized protein yeaK,[],Down Regulated
phr,947005,Deoxyribodipyrimidine photo-lyase,,Ambiguous/Unsorted
slyD,947859,FKBP-type peptidyl-prolyl cis-trans isomerase slyD,,Ambiguous/Unsorted
kdpB,947450,Potassium-transporting ATPase B chain,,Ambiguous/Unsorted
yggN,947453,Uncharacterized protein yggN,[' Central intermediary metabolism'],Temporarly Up Regulated
ansB,947454,L-asparaginase 2,,Up Regulated
flgJ,947456,Peptidoglycan hydrolase flgJ,,Down Regulated
speC,947457,"Ornithine decarboxylase, constitutive",,Ambiguous/Unsorted
yahA,947459,Cyclic di-GMP phosphodiesterase yahA,,Temporarly Up Regulated
yfhG,947010,Uncharacterized protein yfhG,"['Amino acid transport and metabolism', ' Building block biosynthesis', ' RNA related', ' Type of regulation', 'transcription', 'regulation of transcription  DNA dependent']",Temporarly Down Regulated
ycdX,948477,Putative hydrolase ycdX,,Down Regulated
sdaA,946331,L-serine dehydratase 1,,Up Regulated
nlpD,947011,Lipoprotein nlpD,,Up Regulated
murB,948470,UDP-N-acetylenolpyruvoylglucosamine reductase,,Ambiguous/Unsorted
manY,946332,Mannose permease IIC component,,Down Regulated
yacC,948472,Uncharacterized protein yacC,['Amino acid transport and metabolism'],Down Regulated
argR,947861,Arginine repressor,,Down Regulated
qseE,947013,Putative sensor-like histidine kinase yfhK; Sensor protein,,Temporarly Up Regulated
glrK,947013,Putative sensor-like histidine kinase yfhK; Sensor protein,,Temporarly Up Regulated
yhfA,947860,Protein yhfA,,Ambiguous/Unsorted
yebY,947014,Uncharacterized protein yebY,['translation'],Ambiguous/Unsorted
yoaE,946335,UPF0053 inner membrane protein yoaE,,Up Regulated
prkB,947862,Probable phosphoribulokinase; Phosphoribulokinase,,Up Regulated
pepT,946333,Peptidase T,,Up Regulated
degS,947865,Protease degS,,Up Regulated
manX,946334,PTS system mannose-specific EIIAB component,,Ambiguous/Unsorted
hmp,947018,Flavohemoprotein,,Down Regulated
cspC,946339,Cold shock-like protein cspC,,Down Regulated
yphC,947019,Uncharacterized zinc-type alcohol dehydrogenase-like protein yphC,"[' Carbon compound utilization', ' Energy metabolism  carbon ']",Ambiguous/Unsorted
crp,947867,Catabolite gene activator,,Down Regulated
